Exact Match,FishStatNameID,Taxon Key,FishStatName,FishStatTaxaName,CommonName,Matching Name,Fixed,Notes,Group,Order,Species,Genus,Totalmt,Capture,Aquaculture,Trade,Canada
0,1203,300028,"Herrings, not minced, in oil, prepared or preserved","Herrings, not minced, in prepared or preserved",Herring,"Herrings, shads, anchovies",1,,,,,,12800,0,0,1,0
0,1204,300028,"Herrings, not minced, marinated, prepared or preserved","Herrings, not minced, marinated, prepared or preserved",Herring,"Herrings, shads, anchovies",1,,,,,,7817,0,0,1,0
0,1205,300028,"Herrings, not minced, pickled, incl. fillets, prep. or pres.","Herrings, not minced, pickled, incl. fillets, prep. or pres.",Herring,"Herrings, shads, anchovies",1,,,,,,76809,0,0,1,0
0,1206,300028,"Herrings, not minced, prep. or pres. in airtight containers, nei","Herrings, not minced, prep. or pres. in airtight containers,",Herring,"Herrings, shads, anchovies",1,,,,,,1838623,0,0,1,0
0,1207,300028,"Herrings, not minced, prep. or pres., not in airtight containers","Herrings, not minced, prep. or pres., not in airtight containers",Herring,"Herrings, shads, anchovies",1,,,,,,4452829,0,0,1,0
0,1208,300028,"Herrings, not minced, smoked, in oil or in tomato sauce, prep. or pres.","Herrings, not minced, smoked, in oil or in tomato sauce, prep. or pres.",Herring,"Herrings, shads, anchovies",1,,,,,,494279,0,0,1,0
1,1209,601582,Hickory shad,Hickory shad,Hickory shad,Hickory shad,,,,,,,265,1,0,0,0
0,1210,,Highwaterman catfish,Highwaterman catfish,Highwaterman catfish,Highwaterman catfish,-1,Hypophthalmus edentatus,,,,,44,1,0,0,0
1,1211,601596,Hilsa shad,Hilsa shad,Hilsa shad,Hilsa shad,,,,,,,6029033,1,0,0,0
0,1212,,Hizikia fusiforme (brown algae),Hizikia fusiforme (brown algae),Hizikia fusiforme (brown algae),Hizikia fusiforme (brown algae),-1,Hizikia fusiforme,,,,,251841,0,0,1,0
1,1213,601071,Hogfish,Hogfish,Hogfish,Hogfish,,,,,,,4554,1,0,0,0
0,1214,,Hokkai shrimp,Hokkai shrimp,Hokkai shrimp,Hokkai shrimp,-1,Don't know,,,,,798,1,0,0,0
1,1215,604923,Honeycomb grouper,Honeycomb grouper,Honeycomb grouper,Honeycomb grouper,,,,,,,38874,1,0,0,0
1,1216,605158,Hong Kong grouper,Hong Kong grouper,Hong Kong grouper,Hong Kong grouper,,,,,,,2316,0,1,0,0
1,1217,600427,Honnibe croaker,Honnibe croaker,Honnibe croaker,Honnibe croaker,,,,,,,119363,1,0,0,0
1,1218,690177,Hooded oyster,Hooded oyster,Hooded oyster,Hooded oyster,,,,,,,163.5,0,1,0,0
0,1219,590024,Horned and musky octopuses,Horned and musky octopuses,Horned and musky octopuses,"Horned, musky octopuses",1,,,,,,170233,1,0,0,0
1,1220,690684,Horned octopus,Horned octopus,Horned octopus,Horned octopus,,,,,,,3046,1,0,0,0
1,1221,690180,Horned turban,Horned turban,Horned turban,Horned turban,,,,,,,758815,1,1,0,0
1,1222,590116,Horse mussels nei,Horse mussels,Horse mussels,Horse mussels,,,,,,,434314,1,1,0,0
1,1223,690182,Horseshoe crab,Horseshoe crab,Horseshoe crab,Horseshoe crab,,,,,,,32417,1,0,0,0
1,1224,600977,Hound needlefish,Hound needlefish,Hound needlefish,Hound needlefish,,,,,,,3431,1,0,0,0
1,1225,606457,Humpback grouper,Humpback grouper,Humpback grouper,Humpback grouper,,,,,,,63752.41,1,1,0,0
1,1226,600265,Humpback red snapper,Humpback red snapper,Humpback red snapper,Humpback red snapper,,,,,,,5635,1,0,0,0
1,1227,607041,Humped rockcod,Humped rockcod,Humped rockcod,Humped rockcod,,,,,,,110444,1,0,0,0
1,1228,605604,Humphead wrasse,Humphead wrasse,Humphead wrasse,Humphead wrasse,,,,,,,14752,1,0,0,0
0,1229,601869,Humpnose big-eye bream,Humpnose big-eye bream,Humpnose big-eye bream,Humpnose bigeye bream,1,,,,,,850,1,0,0,0
1,1230,690616,Humpy shrimp,Humpy shrimp,Humpy shrimp,Humpy shrimp,,,,,,,4250,1,0,0,0
0,1231,400082,"Icefish, frozen","Icefish, frozen",Icefish,"Icefishes, noodlefishes",1,,,,,,842402,0,0,1,0
1,1232,690185,Iceland scallop,Iceland scallop,Iceland scallop,Iceland scallop,,,,,,,416430,1,0,0,1
1,1233,600250,Imperial blackfish,Imperial blackfish,Imperial blackfish,Imperial blackfish,,,,,,,28,1,0,0,0
0,1234,490063,Imperial surf clam,Imperial surf clam,Imperial surf clam,Mactra surf clams,1,,,,,,650083,1,0,0,0
1,1235,690186,Indian backwater oyster,Indian backwater oyster,Indian backwater oyster,Indian backwater oyster,,,,,,,22290.53,0,1,0,0
1,1236,601300,Indian driftfish,Indian driftfish,Indian driftfish,Indian driftfish,,,,,,,43642,1,0,0,0
1,1237,600513,Indian halibut,Indian halibut,Indian halibut,Indian halibut,,,,,,,524882,1,0,0,0
1,1238,600111,Indian mackerel,Indian mackerel,Indian mackerel,Indian mackerel,,,,,,,10543182,1,0,0,0
1,1239,600111,Indian mackerels nei,Indian mackerels,Indian mackerel,Indian mackerel,,,,,,,10549024,1,0,0,0
1,1240,601511,Indian oil sardine,Indian oil sardine,Indian oil sardine,Indian oil sardine,,,,,,,15946374,1,0,0,0
1,1241,601641,Indian pellona,Indian pellona,Indian pellona,Indian pellona,,,,,,,357821,1,0,0,0
1,1242,601964,Indian pompano,Indian pompano,Indian pompano,Indian pompano,,,,,,,2759,1,0,0,0
1,1243,600374,Indian scad,Indian scad,Indian scad,Indian scad,,,,,,,4800929,1,0,0,0
0,1244,,Indian squid,Indian squid,Indian squid,Indian squid,-1,don't know,,,,,1843,1,0,0,0
0,1245,600010,Indian threadfin,Indian threadfin,Indian threadfin,Indian threadfish,1,,,,,,31399,1,0,0,0
1,1246,690189,Indian white prawn,Indian white prawn,Indian white prawn,Indian white prawn,,,,,,,331245.3,1,1,0,0
1,1247,600344,Indonesian snakehead,Indonesian snakehead,Indonesian snakehead,Indonesian snakehead,,,,,,,10,0,1,0,0
1,1248,600123,Indo-Pacific king mackerel,Indo-Pacific king mackerel,Indo-Pacific king mackerel,Indo-Pacific king mackerel,,,,,,,1474047,1,0,0,0
1,1249,600077,Indo-Pacific sailfish,Indo-Pacific sailfish,Indo-Pacific sailfish,Indo-Pacific sailfish,,,,,,,731117,1,0,0,0
1,1250,690190,Indo-Pacific swamp crab,Indo-Pacific swamp crab,Indo-Pacific swamp crab,Indo-Pacific swamp crab,,,,,,,1708989.61,1,1,0,0
1,1251,600227,Indo-Pacific tarpon,Indo-Pacific tarpon,Indo-Pacific tarpon,Indo-Pacific tarpon,,,,,,,40368,1,0,0,0
1,1252,690191,Inflated ark,Inflated ark,Inflated ark,Inflated ark,,,,,,,505767,0,1,0,0
1,1253,608540,Intermediate scabbardfish,Intermediate scabbardfish,Intermediate scabbardfish,Intermediate scabbardfish,,,,,,,160,1,0,0,0
1,1254,603563,Irish mojarra,Irish mojarra,Irish mojarra,Irish mojarra,,,,,,,20707,1,0,0,0
0,1255,500661,"Jack and horse mackerel prepared or preserved, not minced","Jack and horse mackerel prepared or preserved, not minced",Jack and horse mackerels,"Jacks, horse mackerels",1,,,,,,5158558,0,0,1,0
0,1256,500661,"Jack and horse mackerel, frozen","Jack and horse mackerel, frozen",Jack and horse mackerels,"Jacks, horse mackerels",1,,,,,,28248298,0,0,1,0
0,1257,500661,Jack and horse mackerels nei,Jack and horse mackerels,Jack and horse mackerels,"Jacks, horse mackerels",1,,,,,,20908710,1,0,0,0
0,1258,500661,"Jack and horse mackerels, fresh or chilled",Jack and horse mackerels,Jack and horse mackerels,"Jacks, horse mackerels",1,,,,,,1689388,0,0,1,0
0,1259,500661,Jack mackerel meal,Jack mackerel meal,Jack mackerel meal,"Jacks, horse mackerels",1,,,,,,12136156,0,0,1,0
0,1260,500661,Jack mackerel oil,Jack mackerel oil,Jack mackerel oil,"Jacks, horse mackerels",1,,,,,,160202,0,0,1,0
0,1261,690194,Jack-knife shrimp,Jack-knife shrimp,Jack-knife shrimp,Jackknife shrimp,1,,,,,,7162,1,0,0,0
0,1262,600071,"Jacks, crevalles nei","Jacks, crevalles","Jacks, crevalles",Crevalle jack,1,,,,,,5666882.15,1,1,0,0
1,1263,601171,Jamaica weakfish,Jamaica weakfish,Jamaica weakfish,Jamaica weakfish,,,,,,,30869,1,0,0,0
1,1264,690195,Japanese abalone,Japanese abalone,Japanese abalone,Japanese abalone,,,,,,,78,0,1,0,0
1,1265,600381,Japanese amberjack,Japanese amberjack,Japanese amberjack,Japanese amberjack,,,,,,,6117696,0,1,0,0
1,1266,601663,Japanese anchovy,Japanese anchovy,Japanese anchovy,Japanese anchovy,,,,,,,34934621,1,0,0,0
1,1267,690196,Japanese carpet shell,Japanese carpet shell,Japanese carpet shell,Japanese carpet shell,,,,,,,34255706.67,1,1,0,0
1,1268,690197,Japanese corbicula,Japanese corbicula,Japanese corbicula,Japanese corbicula,,,,,,,4006,1,0,0,0
1,1269,600295,Japanese eel,Japanese eel,Japanese eel,Japanese eel,,,,,,,9799.8,0,1,0,0
0,1270,690611,Japanese fan lobster,Japanese fan lobster,Japanese fan lobster,Sand Crayfish,1,Ibacus ciliatus,,,,,39973,1,0,0,0
1,1271,690198,Japanese flying squid,Japanese flying squid,Japanese flying squid,Japanese flying squid,,,,,,,26596871,1,0,0,0
1,1272,610307,Japanese flyingfish,Japanese flyingfish,Japanese flyingfish,Japanese flyingfish,,,,,,,565486,1,0,0,0
1,1273,600305,Japanese halfbeak,Japanese halfbeak,Japanese halfbeak,Japanese halfbeak,,,,,,,57913,1,0,0,0
1,1274,690199,Japanese hard clam,Japanese hard clam,Japanese hard clam,Japanese hard clam,,,,,,,1530274.1,1,1,0,0
0,1275,,Japanese isinglass,Japanese isinglass,Japanese isinglass,Japanese isinglass,-1,don't know,,,,,8720,0,1,0,0
1,1276,600366,Japanese jack mackerel,Japanese jack mackerel,Japanese jack mackerel,Japanese jack mackerel,,,,,,,16140462,1,1,0,0
0,1277,,Japanese kelp,Japanese kelp,Japanese kelp,Japanese kelp,-1,don't know,,,,,85717872,1,1,0,0
0,1278,,Japanese meagre,Japanese meagre,Japanese meagre,Japanese meagre,-1,Argyrosomus japonicus,,,,,76,0,1,0,0
0,1279,,Japanese pilchard,Japanese pilchard,Japanese pilchard,Japanese pilchard,-1,Sardinops sagax melanostictus,,,,,74261311,1,0,0,0
1,1280,600463,Japanese sandfish,Japanese sandfish,Japanese sandfish,Japanese sandfish,,,,,,,1234222,1,0,0,0
1,1281,601519,Japanese sardinella,Japanese sardinella,Japanese sardinella,Japanese sardinella,,,,,,,242184,1,0,0,0
1,1282,601939,Japanese scad,Japanese scad,Japanese scad,Japanese scad,,,,,,,3291628,1,0,0,0
1,1283,690201,Japanese sea cucumber,Japanese sea cucumber,Japanese sea cucumber,Japanese sea cucumber,,,,,,,1342942,1,1,0,0
0,1284,604589,Japanese seabass,Japanese seabass,Japanese seabass,Japanese seaperch,1,,,,,,1218297,1,1,0,0
0,1285,600445,Japanese seabream,Japanese seabream,Japanese seabream,Red seabream,1,,,,,,235.3,0,1,0,0
1,1286,600131,Japanese Spanish mackerel,Japanese Spanish mackerel,Japanese Spanish mackerel,Japanese Spanish mackerel,,,,,,,1738023,1,0,0,0
0,1287,,Japanese spiny lobster,Japanese spiny lobster,Japanese spiny lobster,Japanese spiny lobster,-1,Panulirus japonicus,,,,,543,0,1,0,0
1,1288,604559,Japanese threadfin bream,Japanese threadfin bream,Japanese threadfin bream,Japanese threadfin bream,,,,,,,86630,1,0,0,0
0,1289,,Japanese topeshark,Japanese topeshark,Japanese topeshark,Japanese topeshark,-1,Hemitriakis japanica,,,,,1077,1,0,0,0
1,1290,606006,Javelin grunter,Javelin grunter,Javelin grunter,Javelin grunter,,,,,,,68634,1,0,0,0
0,1291,290013,Jellyfish preparations,Jellyfish preparations,Jellyfish,True jellyfishes,1,Not certain about this,,,,,85168,0,0,1,0
0,1292,290013,"Jellyfish, dried, salted or in brine","Jellyfish, salted or in brine",Jellyfish,True jellyfishes,1,Not certain about this,,,,,971501,0,0,1,0
0,1293,290013,"Jellyfish, frozen","Jellyfish, frozen",Jellyfish,True jellyfishes,1,Not certain about this,,,,,7139,0,0,1,0
0,1294,290013,"Jellyfish, live, fresh or chilled","Jellyfish, live",Jellyfish,True jellyfishes,1,Not certain about this,,,,,8938,0,0,1,0
0,1295,290013,"Jellyfish, other than live, fresh or chilled","Jellyfish, other than live",Jellyfish,True jellyfishes,1,Not certain about this,,,,,17445,0,0,1,0
0,1296,290013,Jellyfishes nei,Jellyfishes,Jellyfish,True jellyfishes,1,Not certain about this,,,,,6666397,1,1,0,0
1,1297,502124,Jobfishes nei,Jobfishes,Jobfishes,Jobfishes,,,,,,,18246,1,0,0,0
1,1298,600264,John dory,John dory,John dory,John dory,,,,,,,290025,1,0,0,0
1,1299,600264,"John dory, fresh or chilled",John dory,John dory,John dory,,,,,,,13656,0,0,1,0
1,1300,600264,"John dory, frozen","John dory, frozen",John dory,John dory,,,,,,,9428,0,0,1,0
0,1301,,John's snapper,John's snapper,John's snapper,Johns snapper,1,,,,,,41339.28,1,1,0,0
1,1302,690203,Jonah crab,Jonah crab,Jonah crab,Jonah crab,,,,,,,56088,1,0,0,0
1,1303,607113,Jonah's icefish,Jonah's icefish,Jonah's icefish,Jonah's icefish,,,,,,,2,1,0,0,0
1,1304,690205,Juan Fernandez rock lobster,Juan Fernandez rock lobster,Juan Fernandez rock lobster,Juan Fernandez rock lobster,,,,,,,2866,1,0,0,0
1,1305,690206,Jumbo flying squid,Jumbo flying squid,Jumbo flying squid,Jumbo flying squid,,,,,,,9822226,1,0,0,0
0,1306,,Kamaboko,Kamaboko,Kamaboko,Kamaboko,-1,don't know,,,,,26427614,0,0,1,0
1,1307,600518,Kamchatka flounder,Kamchatka flounder,Kamchatka flounder,Kamchatka flounder,,,,,,,1039481,1,0,0,0
0,1308,607931,Karanteen seabream,Karanteen seabream,Karanteen seabream,Karenteen seabream,1,,,,,,1019,1,0,0,0
1,1309,600096,Kawakawa,Kawakawa,Kawakawa,Kawakawa,,,,,,,8431992,1,0,0,0
0,1310,,Kelp,Kelp,Kelp,Kelp,-1,don't know,,,,,2167,0,0,1,0
1,1311,604032,Kelp greenling,Kelp greenling,Kelp greenling,Kelp greenling,,,,,,,134,1,0,0,0
0,1312,,Kelp meal,Kelp meal,Kelp meal,Kelp meal,-1,don't know,,,,,4163,0,0,1,0
0,1313,,Kelp nei,Kelp,Kelp,Kelp,-1,don't know,,,,,5886527.4,1,1,0,0
1,1314,657505,Kerguelen sandpaper skate,Kerguelen sandpaper skate,Kerguelen sandpaper skate,Kerguelen sandpaper skate,,,,,,,44,1,0,0,0
1,1315,690211,"King crab meat, frozen",King crab,King crab,King crab,,,,,,,4757,0,0,1,0
1,1316,690211,"King crab meat, prepared or preserved",King crab,King crab,King crab,,,,,,,64842,0,0,1,0
1,1317,690211,"King crab, nei, frozen","King crab,, frozen",King crab,King crab,,,,,,,929234,0,0,1,0
1,1318,690211,King crabs,King crabs,King crab,King crab,,,,,,,1844333,1,0,0,0
1,1319,690211,King crabs nei,King crabs,King crab,King crab,,,,,,,0,1,0,0,0
1,1320,690211,"King crabs, fresh or chilled",King crabs,King crab,King crab,,,,,,,258337,0,0,1,0
1,1321,690211,"King crabs, not frozen","King crabs, not frozen",King crab,King crab,,,,,,,57481,0,0,1,0
0,1322,590070,"King crabs, stone crabs nei","King crabs, stone crabs","King crabs, stone crabs",King crabs,1,,,,,,354,1,0,0,0
1,1323,610676,King dory,King dory,King dory,King dory,,,,,,,6065,1,0,0,0
1,1324,600120,King mackerel,King mackerel,King mackerel,King mackerel,,,,,,,577707,1,0,0,0
1,1325,603267,King of herrings,King of herrings,King of herrings,King of herrings,,,,,,,194,1,0,0,0
0,1326,600442,King soldier bream,King soldier bream,King soldier bream,King soldierbream,1,,,,,,113881,1,0,0,0
1,1327,600417,King weakfish,King weakfish,King weakfish,King weakfish,,,,,,,154332,1,0,0,0
1,1328,502790,Kingcroakers nei,Kingcroakers,Kingcroakers,Kingcroakers,,,,,,,36395,1,0,0,0
1,1329,600485,Kingklip,Kingklip,Kingklip,Kingklip,,,,,,,427907,1,0,0,0
1,1330,600669,Kitefin shark,Kitefin shark,Kitefin shark,Kitefin shark,,,,,,,9670,1,0,0,0
0,1331,646376,Klunzinger's mullet,Klunzinger's mullet,Klunzinger's mullet,Klunzingers mullet,1,,,,,,64521,1,0,0,0
1,1332,690215,Knife shrimp,Knife shrimp,Knife shrimp,Knife shrimp,,,,,,,79260,1,0,0,0
1,1333,600700,Knifetooth dogfish,Knifetooth dogfish,Knifetooth dogfish,Knifetooth dogfish,,,,,,,1127,1,0,0,0
1,1334,616305,Knout goby,Knout goby,Knout goby,Knout goby,,,,,,,4,1,0,0,0
1,1335,690217,Kolibri shrimp,Kolibri shrimp,Kolibri shrimp,Kolibri shrimp,,,,,,,5026,1,0,0,0
1,1336,690218,Korean mussel,Korean mussel,Korean mussel,Korean mussel,,,,,,,1824981,1,1,0,0
1,1337,606534,Korean rockfish,Korean rockfish,Korean rockfish,Korean rockfish,,,,,,,329321,0,1,0,0
0,1338,600488,Korean sandlance,Korean sandlance,Korean sandlance,Korean sandeel,1,,,,,,294012,1,0,0,0
0,1339,590103,"Krill, etc. frozen","Krill, etc. frozen","Krill, etc. frozen",Krills,1,,,,,,241293,0,0,1,0
1,1340,690219,Kuruma prawn,Kuruma prawn,Kuruma prawn,Kuruma prawn,,,,,,,761077.79,1,1,0,0
0,1341,,Lacy sea lettuce,Lacy sea lettuce,Lacy sea lettuce,Lacy sea lettuce,-1,Ulva sp.,,,,,1953,1,0,0,0
1,1342,600175,Ladyfish,Ladyfish,Ladyfish,Ladyfish,,,,,,,28451,1,0,0,0
1,1343,400001,Lampreys nei,Lampreys,Lampreys,Lampreys,,,,,,,526,1,0,0,0
1,1344,600181,Lane snapper,Lane snapper,Lane snapper,Lane snapper,,,,,,,170017,1,0,0,0
0,1345,400167,Lantern fish,Lantern fish,Lantern fish,Lanternfishes,1,,,,,,0,1,0,0,0
1,1346,400167,Lanternfishes nei,Lanternfishes,Lanternfishes,Lanternfishes,,,,,,,79628,1,0,0,0
1,1347,500642,Lanternsharks nei,Lanternsharks,Lanternsharks,Lanternsharks,,,,,,,1374,1,0,0,0
1,1348,600428,Large yellow croaker,Large yellow croaker,Large yellow croaker,Large yellow croaker,,,,,,,5561937,1,1,0,0
1,1349,503580,Largeeye breams,Largeeye breams,Largeeye breams,Largeeye breams,,,,,,,23030,1,0,0,0
0,1350,600438,Large-eye dentex,Large-eye dentex,Large-eye dentex,Largeeye dentex,1,,,,,,764779,1,0,0,0
1,1351,601288,Largehead hairtail,Largehead hairtail,Largehead hairtail,Largehead hairtail,,,,,,,38837207,1,0,0,0
0,1352,504943,Latchet(=Sharpbeak gurnard),Latchet(=Sharpbeak gurnard),Latchet(=Sharpbeak gurnard),Latchets,1,,,,,,6068,1,0,0,0
0,1353,,Laver (Nori),Laver (Nori),Laver (Nori),Laver (Nori),-1,don't know,,,,,23306097.5,1,1,0,0
0,1354,,"Laver, dry","Laver, dry",Laver (Nori),Laver (Nori),-1,don't know,,,,,54124,0,0,1,0
0,1355,,"Laver, nei","Laver,",Laver (Nori),Laver (Nori),-1,don't know,,,,,52213,0,0,1,0
1,1356,605009,Law croaker,Law croaker,Law croaker,Law croaker,,,,,,,19272,1,0,0,0
1,1357,600653,Leafscale gulper shark,Leafscale gulper shark,Leafscale gulper shark,Leafscale gulper shark,,,,,,,33684,1,0,0,0
1,1358,601736,Leaping mullet,Leaping mullet,Leaping mullet,Leaping mullet,,,,,,,337,1,0,0,0
1,1359,601090,Lebranche mullet,Lebranche mullet,Lebranche mullet,Lebranche mullet,,,,,,,109497.7,1,1,0,0
1,1360,600692,Leerfish,Leerfish,Leerfish,Leerfish,,,,,,,116428,1,0,0,0
1,1361,400439,Lefteye flounders nei,Lefteye flounders,Lefteye flounders,Lefteye flounders,,,,,,,149077,1,1,0,0
1,1362,600897,Lemon shark,Lemon shark,Lemon shark,Lemon shark,,,,,,,30,1,0,0,0
1,1363,601382,Lemon sole,Lemon sole,Lemon sole,Lemon sole,,,,,,,644347,1,0,0,0
1,1364,601382,"Lemon sole fillets, fresh or chilled",Lemon sole fillets,Lemon sole,Lemon sole,,,,,,,266,0,0,1,0
1,1365,601382,"Lemon sole fillets, frozen",Lemon sole ,Lemon sole,Lemon sole,,,,,,,4410,0,0,1,0
1,1366,601382,"Lemon sole, fresh or chilled",Lemon sole,Lemon sole,Lemon sole,,,,,,,17201,0,0,1,0
1,1367,601382,"Lemon sole, frozen","Lemon sole, frozen",Lemon sole,Lemon sole,,,,,,,20104,0,0,1,0
1,1368,604826,Leopard coralgrouper,Leopard coralgrouper,Leopard coralgrouper,Leopard coralgrouper,,,,,,,110301,1,0,0,0
1,1369,601321,Leopard flounder,Leopard flounder,Leopard flounder,Leopard flounder,,,,,,,1674,1,0,0,0
1,1370,600341,Lesser African threadfin,Lesser African threadfin,Lesser African threadfin,Lesser African threadfin,,,,,,,519663,1,0,0,0
0,1371,,Lesser amberjack,Lesser amberjack,Lesser amberjack,Lesser amberjack,-1,Seriola fasciata,,,,,43,1,0,0,0
0,1372,,Lessonia spp,Lessonia spp,Lessonia spp,Lessonia spp,-1,don't know,,,,,13,1,0,0,0
0,1373,,Lessonia trabeculata,Lessonia trabeculata,Lessonia trabeculata,Lessonia trabeculata,-1,Lessonia trabeculata,,,,,547454,1,0,0,0
1,1374,600033,Ling,Ling,Ling,Ling,,,,,,,2955981,1,0,0,0
1,1375,600033,"Ling fillets, frozen",Ling ,Ling ,Ling ,,,,,,,109368,0,0,1,0
1,1376,600033,"Ling, dried, salted or in brine","Ling, salted or in brine",Ling ,Ling ,,,,,,,260131,0,0,1,0
1,1377,600033,"Ling, fresh or chilled",Ling,Ling ,Ling ,,,,,,,413929,0,0,1,0
1,1378,600033,"Ling, frozen","Ling, frozen",Ling ,Ling ,,,,,,,48487,0,0,1,0
1,1379,600033,"Ling, minced, frozen","Ling, minced, frozen",Ling ,Ling ,,,,,,,94,0,0,1,0
1,1380,600509,Lingcod,Lingcod,Lingcod,Lingcod,,,,,,,319968,1,0,0,1
1,1381,501096,Lings nei,Lings,Lings,Lings,,,,,,,182,1,0,0,0
1,1382,602557,Little skate,Little skate,Little skate,Little skate,,,,,,,21793,1,0,0,0
1,1383,600704,Little sleeper shark,Little sleeper shark,Little sleeper shark,Little sleeper shark,,,,,,,13,1,0,0,0
0,1384,600098,Little tunny(=Atl.black skipj),Little tunny(=Atl.black skipj),Little tunny(=Atl.black skipj),Black skipjack,1,,,,,,743813,1,0,0,1
0,1385,602467,Live sharksucker,Live sharksucker,Sharksucker,Live sharksucker,1,,,,,,11,1,0,0,0
0,1386,100000,Liver meal from aquatic mammals,Liver meal from aquatic mammals,Marine mammals,Marine animals,1,,,,,,7337,0,0,1,0
0,1387,100039,"Livers and roes, smoked","Livers and roes, smoked",Marine fish,Marine fishes,1,,,,,,4362,0,0,1,0
0,1388,100039,"Livers, roes, milt, fresh or chilled, nei","Livers, roes, milt,",Marine fish,Marine fishes,1,,,,,,402791,0,0,1,0
0,1389,100039,"Livers, roes, milt, frozen","Livers, roes, milt, frozen",Marine fish,Marine fishes,1,,,,,,2089218,0,0,1,0
0,1390,100039,"Livers, roes, milt, smoked, dried, salted or in brine","Livers, roes, milt, smoked, salted or in brine",Marine fish,Marine fishes,1,,,,,,588187,0,0,1,0
1,1391,502057,Lizardfishes nei,Lizardfishes,Lizardfishes,Lizardfishes,,,,,,,3585475,1,0,0,0
0,1392,100043,"Lobster tails or meat, prep. or pres.","Lobster tails or meat, prep. or pres.",Lobster,"Lobsters, spiny-rock lobsters",1,,,,,,405425,0,0,1,0
0,1393,100043,"Lobsters (Homarus spp.), not frozen","Lobsters (Homarus spp.), not frozen",American/European lobster,"Lobsters, spiny-rock lobsters",1,,,,,,572893,0,0,1,0
0,1394,100043,Lobsters nei,Lobsters,Lobsters,"Lobsters, spiny-rock lobsters",1,,,,,,9435,1,0,0,0
0,1395,100043,"Lobsters nei, fresh or chilled",Lobsters,Lobsters,"Lobsters, spiny-rock lobsters",1,,,,,,3994,0,0,1,0
0,1396,100043,"Lobsters nei, frozen","Lobsters, frozen",Lobsters,"Lobsters, spiny-rock lobsters",1,,,,,,240827,0,0,1,0
0,1397,100043,"Lobsters nei, meat or tails, frozen","Lobsters, meat or tails, frozen",Lobsters,"Lobsters, spiny-rock lobsters",1,,,,,,74748,0,0,1,0
0,1398,100043,"Lobsters nei, whole, fresh or chilled","Lobsters, whole",Lobsters,"Lobsters, spiny-rock lobsters",1,,,,,,9585,0,0,1,0
0,1399,100043,"Lobsters nei, whole, frozen","Lobsters, whole, frozen",Lobsters,"Lobsters, spiny-rock lobsters",1,,,,,,313506,0,0,1,0
0,1400,100043,"Lobsters, dried, salted or in brine, nei","Lobsters, salted or in brine,",Lobsters,"Lobsters, spiny-rock lobsters",1,,,,,,5581,0,0,1,0
0,1401,100043,"Lobsters, live","Lobsters, live",Lobsters,"Lobsters, spiny-rock lobsters",1,,,,,,2013956,0,0,1,0
0,1402,,Loggerhead turtle,Loggerhead turtle,Loggerhead turtle,Loggerhead turtle,-1,Caretta caretta,,,,,8307,1,0,0,0
0,1403,,"Loins of Euthynnus other than skipjack, prep. or pres.","Loins of Euthynnus other than skipjack, prep. or pres.",Euthynnus other than skipjack,Euthynnus other than skipjack,-1,Euthynnus,,,,,34752,0,0,1,0
1,1404,600099,Long snouted lancetfish,Long snouted lancetfish,Long snouted lancetfish,Long snouted lancetfish,,,,,,,23,1,0,0,0
1,1405,600220,Longbill spearfish,Longbill spearfish,Longbill spearfish,Longbill spearfish,,,,,,,6907,1,0,0,0
1,1406,600229,Longfin bonefish,Longfin bonefish,Longfin bonefish,Longfin bonefish,,,,,,,856,1,0,0,0
1,1407,602014,Longfin codling,Longfin codling,Longfin codling,Longfin codling,,,,,,,8663,1,0,0,0
1,1408,601880,Longfin hake,Longfin hake,Longfin hake,Longfin hake,,,,,,,31,1,0,0,0
1,1409,600753,Longfin mako,Longfin mako,Longfin mako,Longfin mako,,,,,,,69,1,0,0,0
0,1410,690227,Longfin squid,Longfin squid,Longfin squid,Longfin inshore squid,1,,,,,,771178,1,0,0,1
1,1411,601007,Longfin yellowtail,Longfin yellowtail,Longfin yellowtail,Longfin yellowtail,,,,,,,320,1,1,0,0
1,1412,690228,Longlegged spiny lobster,Longlegged spiny lobster,Longlegged spiny lobster,Longlegged spiny lobster,,,,,,,93164,1,0,0,0
1,1413,601163,Longnose anchovy,Longnose anchovy,Longnose anchovy,Longnose anchovy,,,,,,,1473217,1,0,0,0
1,1414,600708,Longnose spurdog,Longnose spurdog,Longnose spurdog,Longnose spurdog,,,,,,,70,1,0,0,0
1,1415,600663,Longnose velvet dogfish,Longnose velvet dogfish,Longnose velvet dogfish,Longnose velvet dogfish,,,,,,,1647,1,0,0,0
1,1416,607616,Longnosed skate,Longnosed skate,Longnosed skate,Longnosed skate,,,,,,,4894,1,0,0,0
1,1417,611223,Longspine burrfish,Longspine burrfish,Longspine burrfish,Longspine burrfish,,,,,,,78,1,0,0,0
1,1418,600333,Longspine snipefish,Longspine snipefish,Longspine snipefish,Longspine snipefish,,,,,,,217217,1,0,0,0
0,1419,610308,Longtail Southern cod,Longtail Southern cod,Longtail Southern cod,Longtail southern cod,1,,,,,,272362,1,0,0,0
1,1420,613178,Longtail stingray,Longtail stingray,Longtail stingray,Longtail stingray,,,,,,,219,1,0,0,0
1,1421,600148,Longtail tuna,Longtail tuna,Longtail tuna,Longtail tuna,,,,,,,5149217,1,0,0,0
