Exact Match,FishStatNameID,Taxon Key,FishStatName,FishStatTaxaName,CommonName,Matching Name,Fixed,Notes,Group,Order,Species,Genus,Totalmt,Capture,Aquaculture,Trade,Canada
1,13,608092,African striped grunt,African striped grunt,African striped grunt,African striped grunt,,,,,,,516,1,0,0,0
0,14,,Agar agar in powder,Agar agar,Agar agar,Agar agar,-1,Not found,,,,,5015,0,0,1,0
0,15,,Agar agar in strips,Agar agar,Agar agar,Agar agar,-1,Not found,,,,,6610,0,0,1,0
0,16,,Agar agar nei,Agar agar,Agar agar,Agar agar,-1,Not found,,,,,417820,0,0,1,0
0,17,,Aka coral,Aka coral,Aka coral,Aka coral,-1,Not found,,,,,74.06,1,0,0,0
1,18,690005,Akiami paste shrimp,Akiami paste shrimp,Akiami paste shrimp,Akiami paste shrimp,,,,,,,10485448,1,1,0,0
1,19,604250,Alaska plaice,Alaska plaice,Alaska plaice,Alaska plaice,,,,,,,54141,1,0,0,0
1,20,604250,"Alaska plaice, fresh or chilled",Alaska plaice,Alaska plaice,Alaska plaice,,,,,,,17,0,0,1,0
1,21,600318,"Alaska pollack fillets in blocks, frozen",Alaska pollack ,Alaska pollock ,Alaska pollock ,,,,,,,729727,0,0,1,0
1,22,600318,"Alaska pollack fillets, frozen",Alaska pollack ,Alaska pollock ,Alaska pollock ,,,,,,,10013122,0,0,1,0
1,23,600318,"Alaska pollack meat, whether or not minced, frozen",Alaska pollack,Alaska pollock ,Alaska pollock ,,,,,,,9535016,0,0,1,0
1,24,600318,"Alaska pollack oil, nei",Alaska pollack,Alaska pollock ,Alaska pollock ,,,,,,,5576,0,0,1,0
1,25,600318,"Alaska pollack roes, frozen",Alaska pollack ,Alaska pollock ,Alaska pollock ,,,,,,,870454,0,0,1,0
1,26,600318,"Alaska pollack roes, pickled",Alaska pollack ,Alaska pollock ,Alaska pollock ,,,,,,,1126423,0,0,1,0
1,27,600318,"Alaska pollack, dried, unsalted","Alaska pollack, unsalted",Alaska pollock ,Alaska pollock ,,,,,,,341479,0,0,1,0
1,28,600318,"Alaska Pollack, fresh or chilled",Alaska Pollack,Alaska pollock ,Alaska pollock ,,,,,,,6328973,0,0,1,0
1,29,600318,"Alaska pollack, frozen","Alaska pollack, frozen",Alaska pollock ,Alaska pollock ,,,,,,,36309514,0,0,1,0
1,30,600318,"Alaska pollack, not minced, prepared or preserved",Alaska pollack,Alaska pollock ,Alaska pollock ,,,,,,,479218,0,0,1,0
1,31,600318,Alaska pollock(=Walleye poll.),Alaska pollock(=Walleye poll.),Alaska pollock ,Alaska pollock ,,,,,,,194730667,1,0,0,1
1,32,600142,Albacore,Albacore,Albacore,Albacore,,,,,,,12014156,1,0,0,1
1,33,600142,"Albacore (=Longfin tuna), fresh or chilled",Albacore (=Longfin tuna),Albacore,Albacore,,,,,,,892185,0,0,1,0
1,34,600142,"Albacore (=Longfin tuna), frozen, nei","Albacore (=Longfin tuna), frozen,",Albacore,Albacore,,,,,,,10157612,0,0,1,0
1,35,600142,"Albacore (=Longfin tuna), gilled, gutted, frozen","Albacore (=Longfin tuna), gilled, gutted, frozen",Albacore,Albacore,,,,,,,11916,0,0,1,0
1,36,600142,"Albacore (=Longfin tuna), heads-off, etc., frozen","Albacore (=Longfin tuna), heads-off, etc., frozen",Albacore,Albacore,,,,,,,6261,0,0,1,0
1,37,600142,"Albacore (=Longfin tuna), prep. or pres., not minced, nei","Albacore (=Longfin tuna), prep. or pres., not minced,",Albacore,Albacore,,,,,,,3203622,0,0,1,0
1,38,600142,"Albacore (=Longfin tuna), prepared or preserved, not minced, in oil","Albacore (=Longfin tuna), prepared or preserved, not minced, in oil",Albacore,Albacore,,,,,,,250720,0,0,1,0
1,39,601583,Alewife,Alewife,Alewife,Alewife,,,,,,,1200534,1,0,0,1
1,40,601583,"Alewife, dried, salted or in brine","Alewife, salted or in brine",Alewife,Alewife,,,,,,,128426,0,0,1,0
1,41,601888,Alexandria pompano,Alexandria pompano,Alexandria pompano,Alexandria pompano,,,,,,,10697,1,0,0,0
1,42,601319,Alfonsino,Alfonsino,Alfonsino,Alfonsino,,,,,,,21937,1,0,0,0
1,43,501129,Alfonsinos nei,Alfonsinos,Alfonsinos,Alfonsinos,,,,,,,214879,1,0,0,0
1,44,600101,Allis shad,Allis shad,Allis shad,Allis shad,,,,,,,949,1,0,0,0
0,45,500928,"Amberjack fillets, frozen",Amberjack ,Amberjack ,Amberjacks,1,,,,,,9647,0,0,1,0
1,46,500928,Amberjacks nei,Amberjacks,Amberjacks,Amberjacks,,,,,,,3654785.7,1,1,0,0
1,47,500928,"Amberjacks, fresh or chilled",Amberjacks,Amberjacks,Amberjacks,,,,,,,36946,0,0,1,0
1,48,500928,"Amberjacks, frozen","Amberjacks, frozen",Amberjacks,Amberjacks,,,,,,,28813,0,0,1,0
1,49,604239,Amer. plaice(=Long rough dab),Amer. plaice(=Long rough dab),American plaice,American plaice,,,,,,,3248911,1,0,0,1
1,50,600532,American angler,American angler,American angler,American angler,,,,,,,621917,1,0,0,1
0,51,,American bull frog,American bull frog,American bull frog,American bull frog,-1,Not found. Not even other frogs,,,,,0,0,1,0,0
1,52,600300,American conger,American conger,American conger,American conger,,,,,,,2088,1,0,0,0
1,53,690009,American cupped oyster,American cupped oyster,American cupped oyster,American cupped oyster,,,,,,,13823448,1,1,0,1
1,54,600296,American eel,American eel,American eel,American eel,,,,,,,35742,1,0,0,1
1,55,601604,American gizzard shad,American gizzard shad,American gizzard shad,American gizzard shad,,,,,,,4234,1,0,0,0
1,56,628143,American harvestfish,American harvestfish,American harvestfish,American harvestfish,,,,,,,19547,1,0,0,0
1,57,690010,American lobster,American lobster,American lobster,American lobster,,,,,,,3497608,1,0,0,1
0,58,604239,"American plaice fillets, fresh or chilled",American plaice fillets,American plaice fillets,American plaice,1,,,,,,1826,0,0,1,0
1,59,604239,"American plaice fillets, frozen",American plaice ,American plaice ,American plaice ,,,,,,,4,0,0,1,0
0,60,604239,"American plaice, frozen","American plaice, frozen","American plaice, frozen",American plaice,1,,,,,,22015,0,0,1,0
1,61,690011,American sea scallop,American sea scallop,American sea scallop,American sea scallop,,,,,,,9862786,1,0,0,1
1,62,601584,American shad,American shad,American shad,American shad,,,,,,,146222,1,0,0,1
0,63,490058,American yellow cockle,American yellow cockle,American yellow cockle,Cockles,1,Trachycardium muricatum in sealifebase.org,,,,,68,1,0,0,0
0,64,,"American/European lobsters (Homarus spp.), meat or tails, fresh or chilled","American/European lobsters (Homarus spp.), meat or tails",American/European Lobster,American lobster,-1,Just look for taxonomic data to genus level (both American and European are Homarus americaus / gammarus),,,,,7165,0,0,1,0
0,65,,"American/European lobsters (Homarus spp.), meat or tails, frozen","American/European lobsters (Homarus spp.), meat or tails, frozen",American/European Lobster,American lobster,-1,Just look for taxonomic data to genus level (both American and European are Homarus americaus / gammarus),,,,,102191,0,0,1,0
0,66,,"American/European lobsters (Homarus spp.), nei, fresh or chilled","American/European lobsters (Homarus spp.),",American/European Lobster,American lobster,-1,Just look for taxonomic data to genus level (both American and European are Homarus americaus / gammarus),,,,,87051,0,0,1,0
0,67,,"American/European lobsters (Homarus spp.), nei, frozen","American/European lobsters (Homarus spp.),, frozen",American/European Lobster,American lobster,-1,Just look for taxonomic data to genus level (both American and European are Homarus americaus / gammarus),,,,,746921,0,0,1,0
0,68,,"American/European lobsters (Homarus spp.), whole, fresh or chilled","American/European lobsters (Homarus spp.), whole",American/European Lobster,American lobster,-1,Just look for taxonomic data to genus level (both American and European are Homarus americaus / gammarus),,,,,16847,0,0,1,0
0,69,,"American/European lobsters (Homarus spp.), whole, frozen","American/European lobsters (Homarus spp.), whole, frozen",American/European Lobster,American lobster,-1,Just look for taxonomic data to genus level (both American and European are Homarus americaus / gammarus),,,,,218345,0,0,1,0
0,70,590124,Anadara clams nei,Anadara clams,Anadara clams,"Arks, blood cockles",1,,,,,,31147,1,1,0,0
1,71,600004,Anchoveta meal,Anchoveta meal,Anchoveta,Anchoveta,,,,,,,17244769,0,0,1,0
1,72,600004,Anchoveta oil,Anchoveta oil,Anchoveta,Anchoveta,,,,,,,8947610,0,0,1,0
1,73,600004,Anchoveta(=Peruvian anchovy),Anchoveta(=Peruvian anchovy),Anchoveta,Anchoveta,,,,,,,324718139,1,0,0,0
1,74,505586,"Anchovies minced, prepared or preserved","Anchovies minced, prepared or preserved",Anchovies,Anchovies,,,,,,,128508,0,0,1,0
1,75,505586,"Anchovies nei, dried, salted or in brine","Anchovies, salted or in brine",Anchovies,Anchovies,,,,,,,833264,0,0,1,0
1,76,505586,"Anchovies, boiled in saltwater","Anchovies, boiled in saltwater",Anchovies,Anchovies,,,,,,,877029,0,0,1,0
1,77,505586,"Anchovies, etc. nei","Anchovies, etc.",Anchovies,Anchovies,,,,,,,9111466,1,0,0,0
1,78,505586,"Anchovies, fillets, prepared or preserved","Anchovies, fillets, prepared or preserved",Anchovies,Anchovies,,,,,,,220554,0,0,1,0
1,79,505586,"Anchovies, fresh or chilled",Anchovies,Anchovies,Anchovies,,,,,,,1417301,0,0,1,0
1,80,505586,"Anchovies, frozen","Anchovies, frozen",Anchovies,Anchovies,,,,,,,4981089,0,0,1,0
1,81,505586,"Anchovies, prepared or preserved, not minced","Anchovies, prepared or preserved, not minced",Anchovies,Anchovies,,,,,,,2427237,0,0,1,0
1,82,505586,"Anchovies, salted or in brine","Anchovies, salted or in brine",Anchovies,Anchovies,,,,,,,1492965,0,0,1,0
1,83,505586,"Anchovies, semi-preserved","Anchovies, semi-preserved",Anchovies,Anchovies,,,,,,,54736,0,0,1,0
1,84,690013,Andaman lobster,Andaman lobster,Andaman lobster,Andaman lobster,,,,,,,39,1,0,0,0
0,85,,Angel skin coral,Angel skin coral,Angel skin coral,Angel skin coral,-1,Not found,,,,,1890.44,1,0,0,0
1,86,400460,Angelfishes nei,Angelfishes,Angelfishes,Angelfishes,,,,,,,107,1,0,0,0
1,87,600736,Angelshark,Angelshark,Angelshark,Angelshark,,,,,,,1019,1,0,0,0
0,88,400015,"Angelsharks, sand devils nei","Angelsharks, sand devils","Angelsharks, sand devils",Angel sharks,1,,,,,,13556,1,0,0,0
0,89,600716,"Angler (=Monk) fillets, frozen",Angler (=Monk) ,Angler/Monkfish,Angler,1,,,,,,96058,0,0,1,0
0,90,600716,"Angler (=monk), fresh or chilled",Angler (=monk),Angler/Monkfish,Angler,1,,,,,,960736,0,0,1,0
0,91,600716,"Angler (=monk), frozen","Angler (=monk), frozen",Angler/Monkfish,Angler,1,,,,,,1062440,0,0,1,0
0,92,600716,"Angler (=monk), meat, frozen","Angler (=monk),",Angler/Monkfish,Angler,1,,,,,,22673,0,0,1,0
0,93,600716,Angler(=Monk),Angler(=Monk),Angler/Monkfish,Angler,1,,,,,,1061639,1,0,0,0
0,94,600716,Anglerfishes nei,Anglerfishes,Anglerfishes,Angler,1,,,,,,300331,1,0,0,0
0,95,600440,Angolan dentex,Angolan dentex,Angolan dentex,Angola dentex,1,,,,,,65277,1,0,0,0
1,96,600718,Angular roughshark,Angular roughshark,Angular roughshark,Angular roughshark,,,,,,,885,1,0,0,0
1,97,690674,Angulate volute,Angulate volute,Angulate volute,Angulate volute,,,,,,,18544,1,0,0,0
1,98,601752,Annular seabream,Annular seabream,Annular seabream,Annular seabream,,,,,,,12164,1,0,0,0
1,99,607120,Antarctic armless flounder,Antarctic armless flounder,Antarctic armless flounder,Antarctic armless flounder,,,,,,,0,1,0,0,0
0,100,690470,Antarctic flying squid,Antarctic flying squid,Antarctic flying squid,Neon flying squid,1,,,,,,1,1,0,0,0
1,101,607152,Antarctic horsefish,Antarctic horsefish,Antarctic horsefish,Antarctic horsefish,,,,,,,0,1,0,0,0
1,102,690016,Antarctic krill,Antarctic krill,Antarctic krill,Antarctic krill,,,,,,,7721425,1,0,0,0
0,103,390007,Antarctic octopuses,Antarctic octopuses,Antarctic octopuses,"Octopuses, argonauts",1,Generalized group,,,,,0,1,0,0,0
0,104,400382,"Antarctic rockcods, noties nei","Antarctic rockcods, noties","Antarctic rockcods, noties",Cod icefishes,1,"Nototheniidae from FAO yearbook (https://books.google.com/books?id=GD3aXXIhzBkC&pg=PA428&lpg=PA428&dq=Antarctic+rockcods,+noties&source=bl&ots=aG86ATvX5y&sig=nPEmJL_WLuhmuPQAQiAN4PZeDck&hl=es-419&sa=X&ved=0ahUKEwiZ3-erlozMAhUN1GMKHcZhDDcQ6AEIOjAE#v=onepage&q=Antarctic%20rockcods%2C%20noties&f=false)",,,,,267005,1,0,0,0
1,105,600472,Antarctic silverfish,Antarctic silverfish,Antarctic silverfish,Antarctic silverfish,,,,,,,5412,1,0,0,0
1,106,606953,Antarctic starry skate,Antarctic starry skate,Antarctic starry skate,Antarctic starry skate,,,,,,,198,1,0,0,0
1,107,690018,Antarctic stone crab,Antarctic stone crab,Antarctic stone crab,Antarctic stone crab,,,,,,,910,1,0,0,0
1,108,607039,Antarctic toothfish,Antarctic toothfish,Antarctic toothfish,Antarctic toothfish,,,,,,,40134,1,0,0,0
1,109,612909,Aplodactylus punctatus,Aplodactylus punctatus,Aplodactylus punctatus,Aplodactylus punctatus,,,,,,,148,1,0,0,0
0,110,,"Aquatic animals oils and fats, nei","Aquatic animals oils and fats,","Aquatic animals oils and fats,","Aquatic animals oils and fats,",-1,Not found,,,,,2717,0,0,1,0
1,111,100077,Aquatic invertebrates nei,Aquatic invertebrates,Aquatic invertebrates,Aquatic invertebrates,,,,,,,2373402.63,1,1,0,0
1,112,100077,"Aquatic invertebrates, other than live, fresh or chilled, nei","Aquatic invertebrates, other than live,",Aquatic invertebrates,Aquatic invertebrates,,,,,,,130971,0,0,1,0
0,113,,Aquatic mammals nei,Aquatic mammals,Aquatic mammals,Marine animals,-1,Marine or aquatic?,,,,,95342,1,0,0,0
0,114,,Aquatic plants nei,Aquatic plants,Aquatic plants,Aquatic plants,-1,Not found,,,,,28574943,1,1,0,0
0,115,,Arabian whip lobster,Arabian whip lobster,Arabian whip lobster,Spiny lobsters,-1,"Not found species of lobster, but maybe we can add this taxonomic info (http://www.marinespecies.org/aphia.php?p=taxdetails&id=220234)",,,,,358,1,0,0,0
1,116,601530,Araucanian herring,Araucanian herring,Araucanian herring,Araucanian herring,,,,,,,13240613,1,0,0,0
1,117,600247,Arctic char,Arctic char,Arctic char,Arctic char,,,,,,,31399.49,1,1,0,0
1,118,609256,Arctic skate,Arctic skate,Arctic skate,Arctic skate,,,,,,,15,1,0,0,0
1,119,605367,Areolate grouper,Areolate grouper,Areolate grouper,Areolate grouper,,,,,,,8531,1,1,0,0
0,120,500147,Argentine,Argentine,Argentine,Argentines,1,,,,,,22047,1,0,0,0
1,121,601659,Argentine anchovy,Argentine anchovy,Argentine anchovy,Argentine anchovy,,,,,,,1195028,1,0,0,0
1,122,600727,Argentine angelshark,Argentine angelshark,Argentine angelshark,Argentine angelshark,,,,,,,98287,1,0,0,0
1,123,600299,Argentine conger,Argentine conger,Argentine conger,Argentine conger,,,,,,,13604,1,0,0,0
1,124,600413,Argentine croaker,Argentine croaker,Argentine croaker,Argentine croaker,,,,,,,436384,1,0,0,0
1,125,614063,Argentine goatfish,Argentine goatfish,Argentine goatfish,Argentine goatfish,,,,,,,4402,1,0,0,0
1,126,600325,Argentine hake,Argentine hake,Argentine hake,Argentine hake,,,,,,,17622166,1,0,0,0
1,127,600325,"Argentine hake, fresh or chilled",Argentine hake,Argentine hake,Argentine hake,,,,,,,184353,0,0,1,0
1,128,601590,Argentine menhaden,Argentine menhaden,Argentine menhaden,Argentine menhaden,,,,,,,10981,1,0,0,0
1,129,690022,Argentine red shrimp,Argentine red shrimp,Argentine red shrimp,Argentine red shrimp,,,,,,,946406,1,0,0,0
1,130,600351,Argentine seabass,Argentine seabass,Argentine seabass,Argentine seabass,,,,,,,318854,1,0,0,0
1,131,690023,Argentine shortfin squid,Argentine shortfin squid,Argentine shortfin squid,Argentine shortfin squid,,,,,,,15777108,1,0,0,0
1,132,690024,Argentine stiletto shrimp,Argentine stiletto shrimp,Argentine stiletto shrimp,Argentine stiletto shrimp,,,,,,,25123,1,0,0,0
1,133,500147,Argentines,Argentines,Argentines,Argentines,,,,,,,1178725,1,0,0,1
0,134,600325,"Argentinian hake fillets, fresh or chilled",Argentinian hake fillets,Argentinian hake fillets,Argentine hake,1,,,,,,399599,0,0,1,0
0,135,600325,"Argentinian hake fillets, frozen",Argentinian hake ,Argentinian hake ,Argentine hake,1,,,,,,4154328,0,0,1,0
0,136,600325,"Argentinian hake, frozen","Argentinian hake, frozen","Argentinian hake, frozen",Argentine hake,1,,,,,,3478482,0,0,1,0
1,137,650136,Argentinian sandperch,Argentinian sandperch,Argentinian sandperch,Argentinian sandperch,,,,,,,134254,1,0,0,0
1,138,490042,Aristeid shrimps nei,Aristeid shrimps,Aristeid shrimps,Aristeid shrimps,,,,,,,47164,1,0,0,0
0,139,690051,Aristeus shrimps nei,Aristeus shrimps,Aristeus shrimps,Blue and red shrimp,1,,,,,,3217,1,0,0,0
1,140,490056,Ark clams nei,Ark clams,Ark clams,Ark clams,,,,,,,1104511,1,0,0,0
1,141,490056,"Arkshell, fresh or chilled",Arkshell,Ark clams,Ark clams,,,,,,,1015991,0,0,1,0
1,142,490056,"Arkshells, frozen","Ark, frozen",Ark clams,Ark clams,,,,,,,41571,0,0,1,0
0,143,400013,Arrowhead dogfish,Arrowhead dogfish,Arrowhead dogfish,Dogfish sharks,1,We can add specific information (http://www.fishbase.org/summary/672),,,,,12,1,0,0,0
0,144,600517,Arrow-tooth flounder,Arrow-tooth flounder,Arrow-tooth flounder,Arrowtooth flounder,1,,,,,,509790,1,0,0,1
1,145,604783,Asp,Asp,Asp,Asp,,,,,,,200,1,0,0,0
1,146,604037,Atka mackerel,Atka mackerel,Atka mackerel,Atka mackerel,,,,,,,1828059,1,0,0,0
1,147,604037,"Atka mackerel, fresh or chilled",Atka mackerel,Atka mackerel,Atka mackerel,,,,,,,183864,0,0,1,0
1,148,604037,"Atka mackerel, frozen","Atka mackerel, frozen",Atka mackerel,Atka mackerel,,,,,,,2564035,0,0,1,0
1,149,690029,Atl.jackknife(=Atl.razor clam),Atl.jackknife(=Atl.razor clam),Atlantic razor clam,Atlantic razor clam,,,,,,,2655,1,0,0,0
1,150,600547,Atlantic anchoveta,Atlantic anchoveta,Atlantic anchoveta,Atlantic anchoveta,,,,,,,81435,1,0,0,0
0,151,600236,"Atlantic and Danube salmons, fresh or chilled",Atlantic and Danube salmons,Atlantic and Danube salmons,Atlantic salmon,1,,,,,,10790808,0,0,1,0
1,152,690030,Atlantic bay scallop,Atlantic bay scallop,Atlantic bay scallop,Atlantic bay scallop,,,,,,,254365,1,0,0,0
1,153,600147,Atlantic bluefin tuna,Atlantic bluefin tuna,Atlantic bluefin tuna,Atlantic bluefin tuna,,,,,,,1805606.3,1,1,0,1
1,154,600115,Atlantic bonito,Atlantic bonito,Atlantic bonito,Atlantic bonito,,,,,,,1959255,1,0,0,0
1,155,600385,Atlantic bumper,Atlantic bumper,Atlantic bumper,Atlantic bumper,,,,,,,481215,1,0,0,0
1,156,600492,Atlantic butterfish,Atlantic butterfish,Atlantic butterfish,Atlantic butterfish,,,,,,,100379,1,0,0,0
1,157,600069,Atlantic cod,Atlantic cod,Atlantic cod,Atlantic cod,,,,,,,126512269.2,1,1,0,1
1,158,600069,"Atlantic cod fillets in blocks, frozen",Atlantic cod ,Atlantic cod,Atlantic cod,,,,,,,1048738,0,0,1,0
1,159,600069,"Atlantic cod fillets, fresh or chilled",Atlantic cod fillets,Atlantic cod,Atlantic cod,,,,,,,1008310,0,0,1,0
1,160,600069,"Atlantic cod fillets, frozen",Atlantic cod ,Atlantic cod,Atlantic cod,,,,,,,11264567,0,0,1,0
1,161,600069,"Atlantic cod, fresh or chilled",Atlantic cod,Atlantic cod,Atlantic cod,,,,,,,8124569,0,0,1,0
1,162,600069,"Atlantic cod, frozen","Atlantic cod, frozen",Atlantic cod,Atlantic cod,,,,,,,8484788,0,0,1,0
1,163,600069,"Atlantic cod, meat, frozen","Atlantic cod,",Atlantic cod,Atlantic cod,,,,,,,423024,0,0,1,0
1,164,600069,"Atlantic cod, salted or in brine","Atlantic cod, salted or in brine",Atlantic cod,Atlantic cod,,,,,,,5922478,0,0,1,0
1,165,600408,Atlantic croaker,Atlantic croaker,Atlantic croaker,Atlantic croaker,,,,,,,480406,1,0,0,0
1,166,690758,Atlantic ditch shrimp,Atlantic ditch shrimp,Atlantic ditch shrimp,Atlantic ditch shrimp,,,,,,,8.2,0,1,0,0
1,167,601867,Atlantic emperor,Atlantic emperor,Atlantic emperor,Atlantic emperor,,,,,,,7684,1,0,0,0
0,168,600983,Atlantic goldeneye tilefish,Atlantic goldeneye tilefish,Atlantic goldeneye tilefish,Atlantic goldeye tilefish,1,,,,,,1759,1,0,0,0
1,169,601371,Atlantic halibut,Atlantic halibut,Atlantic halibut,Atlantic halibut,,,,,,,583737.21,1,1,0,1
1,170,601371,"Atlantic halibut, dried, salted or in brine","Atlantic halibut, salted or in brine",Atlantic halibut,Atlantic halibut,,,,,,,15174,0,0,1,0
1,171,601371,"Atlantic halibut, dried, whether or not salted","Atlantic halibut, whether or not salted",Atlantic halibut,Atlantic halibut,,,,,,,203,0,0,1,0
1,172,601371,"Atlantic halibut, fresh or chilled",Atlantic halibut,Atlantic halibut,Atlantic halibut,,,,,,,195043,0,0,1,0
1,173,601371,"Atlantic halibut, frozen","Atlantic halibut, frozen",Atlantic halibut,Atlantic halibut,,,,,,,292361,0,0,1,0
1,174,601371,"Atlantic halibut, smoked","Atlantic halibut, smoked",Atlantic halibut,Atlantic halibut,,,,,,,38422,0,0,1,0
1,175,600024,Atlantic herring,Atlantic herring,Atlantic herring,Atlantic herring,,,,,,,134992872,1,0,0,1
1,176,600024,"Atlantic herring fillets, fresh or chilled",Atlantic herring fillets,Atlantic herring,Atlantic herring,,,,,,,2077282,0,0,1,0
1,177,600024,"Atlantic herring fillets, frozen",Atlantic herring ,Atlantic herring,Atlantic herring,,,,,,,3082701,0,0,1,0
1,178,600024,"Atlantic herring, dried, salted or in brine","Atlantic herring, salted or in brine",Atlantic herring,Atlantic herring,,,,,,,207999,0,0,1,0
1,179,600024,"Atlantic herring, fresh or chilled",Atlantic herring,Atlantic herring,Atlantic herring,,,,,,,9569997,0,0,1,0
1,180,600024,"Atlantic herring, frozen","Atlantic herring, frozen",Atlantic herring,Atlantic herring,,,,,,,15322297,0,0,1,0
1,181,600024,"Atlantic herring, not minced, in oil, prep. or pres.","Atlantic herring, not minced, in prep. or pres.",Atlantic herring,Atlantic herring,,,,,,,13790,0,0,1,0
1,182,600024,"Atlantic herring, not minced, marinated, prep. or pres.","Atlantic herring, not minced, marinated, prep. or pres.",Atlantic herring,Atlantic herring,,,,,,,1315297,0,0,1,0
1,183,600024,"Atlantic herring, not minced, prep. or pres., nei","Atlantic herring, not minced, prep. or pres.,",Atlantic herring,Atlantic herring,,,,,,,4430149,0,0,1,0
1,184,600024,"Atlantic herring, not minced, smoked in oil, prep. or pres.","Atlantic herring, not minced, smoked in prep. or pres.",Atlantic herring,Atlantic herring,,,,,,,85480,0,0,1,0
1,185,600024,"Atlantic herring, not minced, smoked in tomato sauce, prep. or pres.","Atlantic herring, not minced, smoked in tomato sauce, prep. or pres.",Atlantic herring,Atlantic herring,,,,,,,13986,0,0,1,0
1,186,600024,"Atlantic herring, smoked","Atlantic herring, smoked",Atlantic herring,Atlantic herring,,,,,,,1111530,0,0,1,0
1,187,601365,Atlantic horse mackerel,Atlantic horse mackerel,Atlantic horse mackerel,Atlantic horse mackerel,,,,,,,12405008,1,0,0,0
0,188,,Atlantic lizardfish,Atlantic lizardfish,Atlantic lizardfish,Atlantic lizardfish,-1,Need to add taxonomic data for particular species,,,,,2,1,0,0,0
1,189,600118,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,,,,,,,37030153,1,0,0,1
